Category,Subcategory,Supplier,Brand,Region,Year,Month,Units Month, Values Month ,Column1
Shampoo,Organic,Sparkle & Shine,Wave,North,2018,2,1057," $57,015.00 "," $57,015.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2018,3,945," $5,103.00 "," $5,103.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2018,4,8715," $47,005.00 "," $47,005.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2018,5,756," $40,775.00 "," $40,775.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2018,6,10185," $5,495.00 "," $5,495.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2018,7,8295," $4,480.00 "," $4,480.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2018,8,8365," $4,529.00 "," $4,529.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2018,9,6965," $37,555.00 "," $37,555.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2018,10,6825," $3,682.00 "," $3,682.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2018,11,8435," $4,557.00 "," $4,557.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2018,12,7385," $3,983.00 "," $3,983.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2019,1,1785," $9,632.00 "," $9,632.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2019,2,1540," $8,316.00 "," $8,316.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2019,3,1330," $7,168.00 "," $7,168.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2019,4,1407," $7,574.00 "," $7,574.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2019,5,1309," $7,070.00 "," $7,070.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2019,6,1113," $6,013.00 "," $6,013.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2019,7,1827," $9,891.00 "," $9,891.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2019,8,2359," $12,747.00 "," $12,747.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2019,9,1071," $5,789.00 "," $5,789.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2019,10,2016," $10,871.00 "," $10,871.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2019,11,1246," $6,713.00 "," $6,713.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2019,12,1141," $6,188.00 "," $6,188.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2020,1,14175," $7,665.00 "," $7,665.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2020,2,7665," $40,845.00 "," $40,845.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2020,3,7035," $3,759.00 "," $3,759.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2020,4,210," $1,134.00 "," $1,134.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2020,5,462," $25,305.00 "," $25,305.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2020,6,147, $819.00 , $819.00 
Shampoo,Organic,Sparkle & Shine,Wave,North,2020,7,84," $4,725.00 "," $4,725.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2020,8,1995," $10,815.00 "," $10,815.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2020,9,735," $4,095.00 "," $4,095.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2020,10,525," $2,625.00 "," $2,625.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2020,11,735, $399.00 , $399.00 
Shampoo,Organic,Sparkle & Shine,Wave,North,2020,12,945, $504.00 , $504.00 
Shampoo,Organic,Sparkle & Shine,Wave,North,2021,1,322, $161.00 , $161.00 
Shampoo,Organic,Sparkle & Shine,Wave,North,2021,2,966," $4,991.00 "," $4,991.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2021,3,644," $3,381.00 "," $3,381.00 "
Shampoo,Organic,Sparkle & Shine,Wave,North,2021,4,805, $483.00 , $483.00 
Shampoo,Organic,Sparkle & Shine,Wave,North,2021,5,322, $161.00 , $161.00 
Shampoo,Organic,Sparkle & Shine,Wave,North,2022,2,105, $588.00 , $588.00 
Shampoo,Organic,Sparkle & Shine,Wave,South,2018,1,9135," $49,315.00 "," $49,315.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2018,2,8715," $4,718.00 "," $4,718.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2018,3,9415," $5,096.00 "," $5,096.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2018,4,4375," $2,359.00 "," $2,359.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2018,5,7105," $3,836.00 "," $3,836.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2018,6,5985," $32,165.00 "," $32,165.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2018,7,8715," $4,718.00 "," $4,718.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2018,8,595," $3,206.00 "," $3,206.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2018,9,511," $2,772.00 "," $2,772.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2018,10,791," $4,277.00 "," $4,277.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2018,11,8085," $43,575.00 "," $43,575.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2018,12,7875," $4,263.00 "," $4,263.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2019,1,1078," $5,845.00 "," $5,845.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2019,2,1036," $5,600.00 "," $5,600.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2019,3,1470," $7,924.00 "," $7,924.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2019,4,1470," $7,924.00 "," $7,924.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2019,5,1218," $6,559.00 "," $6,559.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2019,6,1127," $6,104.00 "," $6,104.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2019,7,1134," $6,160.00 "," $6,160.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2019,8,1085," $5,880.00 "," $5,880.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2019,9,1092," $5,929.00 "," $5,929.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2019,10,987," $5,341.00 "," $5,341.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2019,11,406," $2,170.00 "," $2,170.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2019,12,385," $2,086.00 "," $2,086.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2020,1,651," $35,175.00 "," $35,175.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2020,2,1575, $840.00 , $840.00 
Shampoo,Organic,Sparkle & Shine,Wave,South,2020,3,2835," $1,554.00 "," $1,554.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2020,4,168," $9,345.00 "," $9,345.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2020,7,84," $4,305.00 "," $4,305.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2020,8,315," $1,785.00 "," $1,785.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2020,10,945, $504.00 , $504.00 
Shampoo,Organic,Sparkle & Shine,Wave,South,2020,11,21," $1,365.00 "," $1,365.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2020,12,735," $3,885.00 "," $3,885.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2021,1,644, $322.00 , $322.00 
Shampoo,Organic,Sparkle & Shine,Wave,South,2021,2,483," $2,737.00 "," $2,737.00 "
Shampoo,Organic,Sparkle & Shine,Wave,South,2021,7,644," $3,542.00 "," $3,542.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2019,7,140," $1,365.00 "," $1,365.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2019,10,49, $518.00 , $518.00 
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2020,10,3465," $3,339.00 "," $3,339.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2020,11,42," $5,565.00 "," $5,565.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2021,1,644," $7,728.00 "," $7,728.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2021,3,3864," $38,479.00 "," $38,479.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2021,4,1127," $9,177.00 "," $9,177.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2021,5,644, $805.00 , $805.00 
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2021,6,1127," $1,127.00 "," $1,127.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2021,7,1771," $16,261.00 "," $16,261.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2021,8,2093," $21,896.00 "," $21,896.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2021,10,1127," $10,304.00 "," $10,304.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2021,11,1127," $9,177.00 "," $9,177.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2022,2,462," $4,746.00 "," $4,746.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2022,4,231," $2,478.00 "," $2,478.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2022,5,273," $2,520.00 "," $2,520.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2022,7,84, $819.00 , $819.00 
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2022,8,84, $924.00 , $924.00 
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2022,10,273," $2,814.00 "," $2,814.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2022,11,147," $1,428.00 "," $1,428.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2022,12,84, $882.00 , $882.00 
Shampoo,Organic,Superior Supplies Co.,Charisma,Center,2023,2,112," $1,232.00 "," $1,232.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2018,1,94745," $945,385.00 "," $945,385.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2018,2,6230," $62,195.00 "," $62,195.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2018,3,46515," $46,459.00 "," $46,459.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2018,4,39165," $390,915.00 "," $390,915.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2018,5,5019," $500,815.00 "," $500,815.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2018,6,3717," $37,114.00 "," $37,114.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2018,7,29435," $293,405.00 "," $293,405.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2018,8,34965," $348,985.00 "," $348,985.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2018,9,34195," $341,565.00 "," $341,565.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2018,10,27965," $27,909.00 "," $27,909.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2018,11,2758," $27,517.00 "," $27,517.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2018,12,2646," $26,383.00 "," $26,383.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2019,1,4536," $45,360.00 "," $45,360.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2019,2,4354," $43,442.00 "," $43,442.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2019,3,6622," $66,101.00 "," $66,101.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2019,4,6006," $60,046.00 "," $60,046.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2019,5,4550," $45,500.00 "," $45,500.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2019,6,4368," $43,617.00 "," $43,617.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2019,7,4095," $40,810.00 "," $40,810.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2019,8,3983," $39,830.00 "," $39,830.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2019,9,3171," $31,598.00 "," $31,598.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2019,10,1827," $18,200.00 "," $18,200.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2019,11,1673," $16,681.00 "," $16,681.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2019,12,1456," $14,546.00 "," $14,546.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2020,1,3402," $33,873.00 "," $33,873.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2020,2,3150," $313,635.00 "," $313,635.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2020,3,1428," $141,435.00 "," $141,435.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2020,4,22575," $225,855.00 "," $225,855.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2020,5,20685," $206,955.00 "," $206,955.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2020,6,2163," $21,588.00 "," $21,588.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2020,7,30345," $30,303.00 "," $30,303.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2020,8,2373," $23,667.00 "," $23,667.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2020,9,2226," $223,545.00 "," $223,545.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2020,10,15435," $153,195.00 "," $153,195.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2020,11,1680," $167,895.00 "," $167,895.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2020,12,2436," $243,495.00 "," $243,495.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2021,1,32844," $327,152.00 "," $327,152.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2021,2,27853," $279,657.00 "," $279,657.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2021,3,27853," $279,657.00 "," $279,657.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2021,4,34132," $341,642.00 "," $341,642.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2021,5,42021," $419,566.00 "," $419,566.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2021,6,58121," $579,278.00 "," $579,278.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2021,7,37674," $377,223.00 "," $377,223.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2021,8,4830," $482,356.00 "," $482,356.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2021,9,36386," $36,064.00 "," $36,064.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2021,10,37674," $37,835.00 "," $37,835.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2021,11,27531," $274,988.00 "," $274,988.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2021,12,28175," $281,428.00 "," $281,428.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2022,1,3549," $35,322.00 "," $35,322.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2022,2,3213," $31,962.00 "," $31,962.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2022,3,3444," $34,272.00 "," $34,272.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2022,4,3591," $35,826.00 "," $35,826.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2022,5,3780," $37,758.00 "," $37,758.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2022,6,4137," $41,244.00 "," $41,244.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2022,7,3255," $32,571.00 "," $32,571.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2022,8,3360," $33,663.00 "," $33,663.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2022,9,3402," $34,041.00 "," $34,041.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2022,10,2352," $23,184.00 "," $23,184.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2022,11,1848," $18,249.00 "," $18,249.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2022,12,2940," $29,442.00 "," $29,442.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2023,1,3444," $34,524.00 "," $34,524.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2023,2,3556," $35,448.00 "," $35,448.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,North,2023,3,3444," $34,160.00 "," $34,160.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2018,11,161," $15,715.00 "," $15,715.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2018,12,1925," $19,005.00 "," $19,005.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2019,1,980," $9,814.00 "," $9,814.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2019,2,784," $7,756.00 "," $7,756.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2019,3,1183," $11,788.00 "," $11,788.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2019,4,1337," $13,349.00 "," $13,349.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2019,5,917," $9,247.00 "," $9,247.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2019,6,1148," $11,480.00 "," $11,480.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2019,7,826," $8,204.00 "," $8,204.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2019,8,1106," $10,962.00 "," $10,962.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2019,9,658," $6,608.00 "," $6,608.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2019,10,840," $8,463.00 "," $8,463.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2019,11,616," $6,055.00 "," $6,055.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2019,12,749," $7,483.00 "," $7,483.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2020,1,735," $73,395.00 "," $73,395.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2020,2,8295," $8,211.00 "," $8,211.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2020,3,8295," $83,265.00 "," $83,265.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2020,4,966," $95,445.00 "," $95,445.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2020,5,756," $7,539.00 "," $7,539.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2020,6,13335," $131,985.00 "," $131,985.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2020,7,462," $4,599.00 "," $4,599.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2020,8,693," $6,783.00 "," $6,783.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2020,9,5565," $54,495.00 "," $54,495.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2020,10,11235," $11,340.00 "," $11,340.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2020,11,8925," $90,615.00 "," $90,615.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2020,12,6195," $61,635.00 "," $61,635.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2021,1,7084," $69,874.00 "," $69,874.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2021,2,805," $8,211.00 "," $8,211.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2021,3,17227," $170,982.00 "," $170,982.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2021,4,11592," $117,047.00 "," $117,047.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2021,5,5635," $56,833.00 "," $56,833.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2021,6,4991," $48,622.00 "," $48,622.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2021,7,1127," $111,734.00 "," $111,734.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2021,8,8533," $85,008.00 "," $85,008.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2021,9,10626," $105,455.00 "," $105,455.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2021,10,3864," $38,157.00 "," $38,157.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2021,11,7406," $73,416.00 "," $73,416.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2021,12,11592," $116,081.00 "," $116,081.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2022,1,1008," $9,933.00 "," $9,933.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2022,2,1344," $13,251.00 "," $13,251.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2022,3,1113," $11,088.00 "," $11,088.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2022,4,777," $7,812.00 "," $7,812.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2022,5,966," $9,471.00 "," $9,471.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2022,6,735," $7,413.00 "," $7,413.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2022,7,273," $2,520.00 "," $2,520.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2022,8,924," $9,009.00 "," $9,009.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2022,9,882," $8,820.00 "," $8,820.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2022,10,1512," $15,141.00 "," $15,141.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2022,11,651," $6,258.00 "," $6,258.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2022,12,378," $3,486.00 "," $3,486.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2023,1,1176," $11,340.00 "," $11,340.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2023,2,672," $6,692.00 "," $6,692.00 "
Shampoo,Organic,Superior Supplies Co.,Charisma,South,2023,3,1400," $14,112.00 "," $14,112.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2018,1,2863," $16,037.00 "," $16,037.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2018,2,2569," $14,399.00 "," $14,399.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2018,3,3248," $18,193.00 "," $18,193.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2018,4,3157," $17,703.00 "," $17,703.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2018,5,2429," $13,622.00 "," $13,622.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2018,6,3031," $16,940.00 "," $16,940.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2018,7,2667," $14,910.00 "," $14,910.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2018,8,3339," $18,725.00 "," $18,725.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2018,9,2793," $15,659.00 "," $15,659.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2018,10,4025," $22,561.00 "," $22,561.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2018,11,2674," $14,952.00 "," $14,952.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2018,12,3227," $18,046.00 "," $18,046.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2019,1,3948," $22,106.00 "," $22,106.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2019,2,3087," $17,269.00 "," $17,269.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2019,3,2737," $15,330.00 "," $15,330.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2019,4,3906," $21,889.00 "," $21,889.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2019,5,3514," $19,684.00 "," $19,684.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2019,6,3640," $20,391.00 "," $20,391.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2019,7,3353," $18,774.00 "," $18,774.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2019,8,2317," $12,950.00 "," $12,950.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2019,9,2492," $13,965.00 "," $13,965.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2019,10,2555," $14,315.00 "," $14,315.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2019,11,2625," $14,721.00 "," $14,721.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2019,12,4081," $22,890.00 "," $22,890.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2020,1,3605," $20,167.00 "," $20,167.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2020,2,4494," $25,165.00 "," $25,165.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2020,3,2681," $15,008.00 "," $15,008.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2020,4,3143," $17,633.00 "," $17,633.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2020,5,2170," $12,152.00 "," $12,152.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2020,6,2485," $13,909.00 "," $13,909.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2020,7,2940," $16,450.00 "," $16,450.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2020,8,2513," $14,049.00 "," $14,049.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2020,9,2877," $16,121.00 "," $16,121.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2020,10,3108," $17,416.00 "," $17,416.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2020,11,2583," $14,490.00 "," $14,490.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2020,12,3325," $18,627.00 "," $18,627.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2021,1,2996," $16,786.00 "," $16,786.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2021,2,3248," $18,179.00 "," $18,179.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2021,3,3276," $18,354.00 "," $18,354.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2021,4,2961," $16,590.00 "," $16,590.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2021,5,2681," $14,987.00 "," $14,987.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2021,6,2835," $15,897.00 "," $15,897.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2021,7,2898," $16,352.00 "," $16,352.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2021,8,2471," $13,944.00 "," $13,944.00 "
Shampoo,Volumizing,GreenLeaf Distributors,Sheen,Center,2021,9,3045," $17,192.00 "," $17,192.00 "
